Date,Location,Number of Households,Avg Power Consumption per Household (kWh),Avg Electricity Btill per Household (KRW),Number of Tropical Nights,Number of Heatwave Days,Number of Coldwave Days,Year,Month,Avg Temperature (Celsius),Avg Max Temperature (Celsius),Avg Min Temperature (Celsius),Avg Local Pressure (hPa),Avg Sea Level Pressure (hPa),Avg Vapor Pressure (hPa),Avg Dew Point Temp (Celsius),Avg Relative Humidity (%),Monthly Precipitation (mm),Small Pan Evaporation (mm),Avg Wind Speed (m/s),Max Wind Speed (m/s),Avg Cloud Cover (1/10),Total Sunshine Hours (hr),Sunshine Rate (%),Total Solar Radiation (MJ/m^2),Avg Min Surface Temp (Celsius),Avg Ground Temp (Celsius)
2015-09-01,Daejeon,720772,218,24056,0,0,0,2015,9,21.7,27.7,16.5,1006.2,1014.2,17.3,15.0,69,18.5,114.1,1.6,8.1,4.1,241.6,64.75,547.91,12.7,25.5
2015-10-01,Daejeon,722032,195,20478,0,0,0,2015,10,15.5,22.0,10.1,1010.8,1019.1,12.3,9.5,71,94.1,76.8,1.4,6.0,2.8,249.2,71.24,460.07,5.3,16.4
2015-11-01,Daejeon,722624,210,23853,0,0,0,2015,11,10.1,13.8,6.9,1015.0,1023.4,10.5,7.1,83,126.1,23.3,1.3,5.7,7.4,74.5,24.18,183.98,3.7,10.5
2015-12-01,Daejeon,725096,218,25822,0,0,0,2015,12,3.1,7.9,-0.8,1017.2,1025.8,5.8,-1.3,75,39.7,26.3,1.2,5.6,5.4,140.7,46.6,229.13,-6.1,3.5
2016-01-01,Daejeon,726661,232,29123,0,0,3,2016,1,-1.3,3.6,-5.4,1016.9,1025.7,4.0,-6.7,69,11.6,25.9,1.3,6.9,5.1,181.1,58.44,282.85,-10.4,0.1
2016-02-01,Daejeon,729283,236,30225,0,0,0,2016,2,1.5,7.0,-3.3,1016.2,1024.9,4.4,-5.8,62,45.8,51.4,1.7,6.2,4.2,195.5,62.04,359.78,-8.8,2.2
2016-03-01,Daejeon,729682,211,24286,0,0,0,2016,3,7.5,14.1,1.6,1013.4,1021.9,6.0,-1.5,58,40.3,78.8,1.5,7.9,3.7,238.3,64.16,537.44,-4.5,9.1
2016-04-01,Daejeon,729972,210,24071,0,0,0,2016,4,14.8,21.5,8.9,1005.6,1013.8,10.0,6.4,63,154.9,109.7,1.7,7.7,5.1,219.7,55.73,587.62,4.7,16.8
2016-05-01,Daejeon,730263,195,20967,0,0,0,2016,5,19.8,26.4,13.5,1003.9,1011.9,13.5,11.0,62,85.1,143.7,1.7,7.4,4.4,289.4,66.1,759.29,9.7,23.5
2016-06-01,Daejeon,732633,200,21810,0,0,0,2016,6,23.7,28.7,19.2,1000.0,1007.8,20.7,17.8,72,62.5,135.4,1.6,5.9,5.5,221.9,50.69,643.42,16.0,28.8
2016-07-01,Daejeon,733355,214,24674,7,6,0,2016,7,26.6,30.7,23.1,1000.2,1008.0,27.7,22.7,81,367.9,155.8,1.6,6.6,6.8,202.9,45.55,578.85,21.8,31.0
2016-08-01,Daejeon,733916,282,42950,14,23,0,2016,8,27.9,33.2,23.5,998.2,1005.9,26.5,21.8,72,57.4,185.8,1.4,6.4,4.8,256.0,61.11,633.3,21.9,33.6
2016-09-01,Daejeon,735188,241,16153,0,0,0,2016,9,22.4,26.6,19.0,1005.5,1013.4,21.3,18.3,79,196.0,107.7,1.3,6.6,6.6,146.8,39.43,415.88,17.7,24.5
2016-10-01,Daejeon,737152,194,19139,0,0,0,2016,10,15.7,20.6,12.0,1011.2,1019.4,14.4,11.7,79,122.6,86.9,1.4,6.7,6.3,149.9,42.95,351.9,8.7,17.1
2016-11-01,Daejeon,739413,206,23297,0,0,0,2016,11,7.2,12.8,2.4,1015.1,1023.6,7.7,2.0,72,29.5,62.5,1.2,6.4,4.7,179.2,58.3,296.47,-1.7,7.8
2016-12-01,Daejeon,740663,214,23625,0,0,0,2016,12,2.5,7.6,-2.0,1016.7,1025.4,5.4,-2.7,71,54.8,46.7,1.3,6.6,4.9,159.4,52.82,250.29,-6.4,3.0
2017-01-01,Daejeon,742263,227,24108,0,0,0,2017,1,-0.4,5.0,-5.1,1017.2,1026.0,4.2,-6.2,67,15.0,51.6,1.5,7.9,4.2,191.4,61.64,317.33,-9.7,0.6
2017-02-01,Daejeon,744737,230,24848,0,0,0,2017,2,1.2,7.2,-4.2,1015.2,1023.9,4.1,-6.3,61,42.0,71.5,1.6,6.9,3.7,213.2,70.04,397.95,-8.6,2.9
2017-03-01,Daejeon,745630,198,18633,0,0,0,2017,3,6.8,13.4,0.9,1011.5,1020.0,5.1,-3.1,54,11.6,121.0,1.6,8.2,4.3,247.6,66.68,550.58,-3.7,9.5
2017-04-01,Daejeon,746282,208,20653,0,0,0,2017,4,14.5,21.1,8.5,1005.3,1013.4,9.0,4.6,57,77.7,174.2,1.9,7.9,4.1,268.3,68.08,649.01,4.6,17.3
2017-05-01,Daejeon,747930,191,17992,0,0,0,2017,5,19.6,26.3,13.5,1004.7,1012.7,13.0,10.4,60,29.3,210.6,1.8,7.9,3.7,303.0,69.27,761.27,9.4,25.3
2017-06-01,Daejeon,749020,192,18009,0,4,0,2017,6,23.3,29.4,17.8,1000.8,1008.7,17.2,14.6,62,35.3,208.7,1.7,6.1,4.9,276.1,63.04,730.94,14.7,29.8
2017-07-01,Daejeon,749546,219,22333,11,5,0,2017,7,27.1,30.7,24.2,1000.1,1007.9,30.7,24.4,87,434.5,129.7,1.7,9.9,7.4,146.0,32.78,486.61,23.0,29.7
2017-08-01,Daejeon,751460,268,31566,7,5,0,2017,8,26.0,30.1,22.6,999.9,1007.7,27.7,22.4,83,293.8,147.4,1.5,6.4,6.3,194.6,46.42,553.0,21.4,28.9
2017-09-01,Daejeon,752119,217,21942,0,0,0,2017,9,21.1,26.3,16.5,1005.3,1013.3,19.0,16.4,77,111.4,137.2,1.4,6.9,4.5,223.9,60.11,537.02,13.1,24.1
2017-10-01,Daejeon,753319,190,17554,0,0,0,2017,10,15.4,20.8,10.9,1012.8,1021.0,13.6,10.8,76,28.3,98.1,1.2,7.4,4.8,191.3,54.77,406.7,6.5,17.2
2017-11-01,Daejeon,753857,201,19280,0,0,0,2017,11,6.4,12.3,1.0,1015.0,1023.6,6.8,0.2,68,15.1,68.4,1.4,7.2,3.4,195.3,63.43,321.62,-3.9,7.5
2017-12-01,Daejeon,754587,216,21798,0,0,0,2017,12,-0.4,4.7,-4.9,1017.7,1026.5,4.1,-6.5,66,33.5,42.7,1.4,5.6,4.5,181.3,60.07,242.01,-8.3,0.5
2018-01-01,Daejeon,757749,231,24623,0,0,6,2018,1,-2.5,2.4,-6.6,1016.1,1024.9,3.6,-8.5,66,23.9,34.9,1.3,5.7,4.8,180.2,58.04,206.12,-9.4,-0.7
2018-02-01,Daejeon,759301,235,25448,0,0,3,2018,2,-0.4,5.6,-5.7,1015.4,1024.2,3.2,-9.9,53,40.5,50.5,1.6,7.3,4.0,203.0,66.73,239.65,-9.5,0.9
2018-03-01,Daejeon,759918,200,19379,0,0,0,2018,3,8.7,14.9,3.1,1012.1,1020.6,7.9,2.8,70,108.4,105.1,1.8,8.8,4.5,202.6,54.61,491.91,0.5,9.4
2018-04-01,Daejeon,761217,206,20336,0,0,0,2018,4,13.9,20.3,7.8,1007.8,1016.0,9.8,5.8,64,155.3,141.4,2.0,9.0,4.5,234.0,59.42,523.88,4.5,15.1
2018-05-01,Daejeon,763009,191,17990,0,0,0,2018,5,19.2,24.7,14.0,1003.7,1011.7,15.6,12.8,70,95.9,172.9,1.8,6.8,5.6,226.4,51.78,665.57,10.3,21.4
2018-06-01,Daejeon,763807,197,18811,0,1,0,2018,6,23.6,29.1,18.8,1000.2,1008.1,19.3,16.6,68,115.8,190.6,1.7,6.5,5.6,232.3,53.05,683.76,15.4,29.1
2018-07-01,Daejeon,764457,217,21989,17,17,0,2018,7,27.9,32.4,24.0,1001.0,1008.8,28.3,23.0,76,226.9,186.7,1.5,6.3,4.9,254.8,57.21,666.2,22.0,32.1
2018-08-01,Daejeon,765166,332,38616,18,19,0,2018,8,29.0,33.7,25.0,999.7,1007.4,28.1,22.8,72,408.6,189.1,1.9,8.1,5.7,220.5,52.59,599.59,23.2,35.1
2018-09-01,Daejeon,765943,243,20414,0,0,0,2018,9,21.2,25.7,17.3,1005.6,1013.5,19.0,16.3,76,149.4,132.3,1.6,6.2,5.5,196.7,52.75,492.13,14.4,23.0
2018-10-01,Daejeon,766866,187,16987,0,0,0,2018,10,13.0,18.9,8.2,1011.1,1019.4,11.3,8.3,76,133.9,100.2,1.2,7.1,3.9,224.2,64.15,443.03,4.0,14.6
2018-11-01,Daejeon,767639,196,18829,0,0,0,2018,11,8.0,14.1,3.2,1015.6,1024.1,7.8,2.7,72,49.8,62.1,0.9,5.2,4.2,177.1,57.48,297.3,-1.4,8.1
2018-12-01,Daejeon,768533,210,20826,0,0,0,2018,12,0.6,5.8,-3.9,1019.3,1028.0,4.5,-6.1,64,33.7,49.1,1.2,5.6,4.3,190.3,63.05,279.97,-7.5,1.1
2019-01-01,Daejeon,769534,229,24197,0,0,0,2019,1,0.0,5.7,-4.8,1018.1,1026.9,3.7,-7.5,60,1.7,56.9,1.2,5.6,3.6,207.3,66.87,317.39,-8.9,-0.3
2019-02-01,Daejeon,770004,227,23839,0,0,0,2019,2,2.0,7.8,-2.9,1016.1,1024.8,4.3,-5.8,60,46.3,64.5,1.3,5.9,5.3,187.2,61.54,356.73,-6.1,2.7
2019-03-01,Daejeon,770030,198,18799,0,0,0,2019,3,7.7,14.0,2.1,1009.5,1017.9,6.1,-0.6,60,33.7,107.7,1.6,6.6,5.1,216.9,58.48,488.53,-1.4,8.4
2019-04-01,Daejeon,770235,209,20584,0,0,0,2019,4,12.9,18.9,7.2,1007.2,1015.5,9.1,4.1,61,91.6,138.5,1.6,7.8,5.5,202.4,51.44,548.21,4.1,15.5
2019-05-01,Daejeon,770163,191,17850,0,0,0,2019,5,19.7,26.7,12.9,1004.3,1012.3,12.3,9.3,56,35.6,216.5,1.8,6.3,4.0,297.8,70.4,759.89,8.5,24.2
2019-06-01,Daejeon,770061,194,18208,0,1,0,2019,6,22.6,27.9,17.9,999.4,1007.4,19.2,16.6,72,77.9,176.5,1.3,5.6,5.6,228.5,52.19,671.8,14.6,27.1
2020-01-01,Daejeon,779668,224,23499,0,0,0,2020,1,2.7,7.8,-1.2,1015.1,1024.0,5.2,-2.9,69,78.5,50.2,1.2,7.5,6.0,148.0,47.76,266.0,-6.2,2.7
2020-02-01,Daejeon,779990,225,23798,0,0,0,2020,2,3.6,9.3,-1.2,1016.6,1025.4,5.6,-2.5,68,91.2,66.6,1.3,5.9,4.8,184.7,58.62,360.98,-6.4,4.6
2020-03-01,Daejeon,781226,210,21133,0,0,0,2020,3,8.5,15.0,2.3,1009.8,1018.4,6.2,-0.8,56,24.4,130.8,1.6,7.0,3.6,258.0,69.45,570.79,-3.3,10.1
2020-04-01,Daejeon,780729,215,22027,0,0,0,2020,4,11.5,18.7,5.2,1009.4,1017.9,6.8,0.5,51,17.8,184.6,2.0,7.6,3.0,301.3,76.41,711.35,-0.2,15.4
2020-05-01,Daejeon,782774,199,19347,0,0,0,2020,5,18.8,24.4,13.9,1002.5,1010.6,14.9,12.4,71,80.4,173.7,1.6,7.8,6.1,239.9,54.8,677.69,11.1,22.1
2020-06-01,Daejeon,782461,206,20237,0,3,0,2020,6,24.1,29.0,20.0,998.5,1006.5,22.3,19.0,76,192.5,166.9,1.4,6.7,6.2,209.7,49.54,609.37,17.9,28.0
2020-07-01,Daejeon,782387,215,20448,0,0,0,2020,7,23.6,27.2,20.7,999.0,1006.9,25.4,21.2,88,544.9,108.9,1.4,6.7,8.4,95.9,21.54,428.51,19.6,25.6
2020-08-01,Daejeon,782198,247,22697,17,10,0,2020,8,27.5,31.5,24.6,1001.1,1009.0,31.3,24.8,87,361.6,134.7,1.5,8.1,6.9,176.8,42.21,498.2,23.5,29.1
2020-09-01,Daejeon,782823,287,31857,0,0,0,2020,9,21.2,25.9,17.4,1004.2,1012.3,20.1,17.3,80,173.6,119.5,1.4,7.2,5.9,196.3,52.74,481.31,15.1,23.5
2020-10-01,Daejeon,782895,199,19037,0,0,0,2020,10,14.2,20.6,8.9,1012.8,1021.2,11.4,8.3,70,3.2,99.7,1.3,7.1,4.2,224.1,66.42,404.05,4.1,16.8
2020-11-01,Daejeon,783452,208,20529,0,0,0,2020,11,8.6,14.4,3.8,1017.0,1025.6,8.0,2.4,69,41.8,61.4,1.3,6.9,4.6,173.3,60.32,259.68,-0.2,8.9
2020-12-01,Daejeon,785231,217,22094,0,0,1,2020,12,0.5,6.1,-3.8,1018.5,1027.4,4.2,-5.9,65,4.1,45.7,1.3,5.7,4.1,186.5,63.85,255.33,-8.4,0.5
2021-01-01,Daejeon,785115,244,26435,0,0,4,2021,1,-1.0,4.6,-6.0,1016.6,1025.5,4.2,-6.9,67,23.6,43.9,1.4,6.3,4.6,175.5,58.46,263.22,-9.3,0.0
2021-02-01,Daejeon,785595,239,25654,0,0,0,2021,2,4.0,10.0,-1.6,1013.4,1022.2,4.9,-4.4,58,14.1,72.9,1.8,7.4,4.0,205.4,67.48,346.85,-5.1,3.8
2021-03-01,Daejeon,785755,203,19313,0,0,0,2021,3,9.6,15.9,4.0,1011.7,1020.2,7.4,2.2,65,95.2,105.7,1.5,7.5,5.3,208.5,57.92,449.53,0.2,9.7
2021-04-01,Daejeon,785582,212,20810,0,0,0,2021,4,14.7,20.9,8.9,1010.3,1018.7,8.7,4.4,55,47.4,151.9,1.9,11.6,5.1,228.7,59.95,553.13,5.1,16.4
2021-05-01,Daejeon,788383,197,18417,0,0,0,2021,5,17.7,23.1,12.8,1001.6,1009.8,14.3,11.7,72,134.2,138.1,1.6,6.4,5.8,203.1,47.92,526.04,9.8,19.8
2021-06-01,Daejeon,788831,207,19732,0,0,0,2021,6,23.5,28.5,19.1,1000.1,1008.1,21.5,18.5,76,105.9,148.9,1.5,5.8,6.0,217.7,49.7,565.42,16.4,25.7
2021-07-01,Daejeon,780409,230,23196,11,16,0,2021,7,27.8,32.3,24.0,1000.5,1008.4,28.8,23.4,79,151.8,165.0,1.6,7.8,6.4,232.1,55.7,590.14,21.7,30.8
2021-08-01,Daejeon,786124,318,36882,4,5,0,2021,8,25.8,29.9,22.6,1001.0,1008.9,27.4,22.5,84,289.2,113.8,1.3,7.3,7.6,152.7,37.67,421.52,21.0,27.7
2021-09-01,Daejeon,787918,246,24861,0,0,0,2021,9,22.4,26.8,18.9,1005.8,1013.9,21.8,18.8,81,161.2,108.5,1.8,7.1,6.2,167.5,46.54,401.14,16.3,23.9
2021-10-01,Daejeon,789208,203,20578,0,0,0,2021,10,15.7,21.9,10.8,1013.5,1021.9,14.7,11.5,79,40.8,90.8,1.2,4.8,4.0,211.0,62.44,383.07,7.5,16.6
2021-11-01,Daejeon,789851,207,21410,0,0,0,2021,11,8.9,14.9,4.0,1012.0,1020.6,8.7,4.4,76,41.7,58.7,1.2,6.3,4.1,180.0,60.5,263.73,-0.7,8.4
2021-12-01,Daejeon,790402,214,22387,0,0,2,2021,12,1.9,7.6,-3.0,1017.1,1026.0,5.2,-3.4,70,4.4,45.5,1.5,7.0,4.1,172.1,58.92,241.28,-7.5,1.7
2022-01-01,Daejeon,790611,235,26326,0,0,0,2022,1,-0.8,5.2,-5.9,1016.7,1025.6,3.1,-9.7,54,1.2,61.4,1.8,7.3,3.6,208.1,67.02,318.31,-8.7,-0.9
2022-02-01,Daejeon,790812,237,26779,0,0,0,2022,2,0.1,6.1,-5.2,1017.6,1026.5,3.0,-10.2,49,1.4,77.6,2.2,8.0,3.7,207.4,68.18,384.48,-8.1,1.5
2022-03-01,Daejeon,790900,208,21521,0,0,0,2022,3,8.3,14.5,2.5,1009.4,1018.0,6.7,-0.2,59,74.0,98.8,1.9,9.3,5.3,172.9,46.6,419.36,-0.1,9.2
2022-04-01,Daejeon,790677,216,22071,0,0,0,2022,4,14.9,21.9,8.3,1009.0,1017.3,8.7,3.8,52,69.7,174.9,1.9,6.1,4.0,250.3,63.56,614.78,5.5,17.3
2022-05-01,Daejeon,791172,194,19317,0,0,0,2022,5,19.4,26.3,12.7,1004.6,1012.8,10.8,7.4,50,8.1,235.0,2.1,6.8,3.4,310.9,71.1,770.32,9.0,24.5
2022-06-01,Daejeon,792555,200,20223,2,4,0,2022,6,24.1,29.4,19.8,999.5,1007.5,19.8,16.9,67,117.6,178.7,2.4,7.5,6.1,177.7,40.57,566.31,17.8,27.4
2022-07-01,Daejeon,792378,254,27762,6,11,0,2022,7,27.0,31.5,23.4,998.0,1005.9,26.2,21.8,75,195.0,157.2,1.9,7.0,6.5,162.2,36.42,542.22,22.5,29.2
2022-08-01,Daejeon,791264,304,33306,9,5,0,2022,8,25.7,29.6,22.7,999.6,1007.5,25.9,21.4,79,496.1,127.3,1.9,7.2,7.6,115.7,27.59,424.22,21.7,27.5
2022-09-01,Daejeon,791349,258,26935,0,2,0,2022,9,21.8,27.5,17.4,1005.2,1013.4,17.9,15.3,69,90.2,130.8,2.2,9.6,5.8,184.7,49.53,495.28,14.6,25.2
2022-10-01,Daejeon,791544,203,21468,0,0,0,2022,10,14.3,20.7,9.1,1013.7,1022.1,11.1,7.7,68,89.3,113.4,1.7,7.1,4.3,215.6,61.69,442.24,5.8,16.8
2022-11-01,Daejeon,794329,204,22748,0,0,0,2022,11,9.5,16.6,3.8,1013.4,1022.0,7.6,2.2,64,45.8,76.3,1.5,7.4,3.9,183.9,59.69,309.14,-0.4,10.5
2022-12-01,Daejeon,794615,213,24126,0,0,1,2022,12,-2.0,3.3,-6.4,1016.8,1025.8,3.3,-8.9,62,14.7,43.8,1.6,8.1,4.3,153.5,50.86,246.74,-9.6,-0.1
2023-01-01,Daejeon,795389,238,29910,0,0,1,2023,1,-0.9,5.3,-5.9,1016.5,1025.2,3.6,-8.4,60,28.4,54.7,1.7,8.2,3.5,192.5,62.08,301.68,-10.2,0.2
2023-02-01,Daejeon,795499,235,31302,0,0,0,2023,2,2.4,8.8,-2.9,1017.4,1026.0,3.8,-7.1,54,5.4,73.1,1.5,7.8,3.8,177.3,58.28,349.63,-8.4,3.2
2023-03-01,Daejeon,796919,198,24456,0,0,0,2023,3,10.2,17.8,3.0,1012.2,1020.4,5.2,-3.5,43,23.8,146.4,1.6,6.8,3.1,253.4,68.32,530.89,-2.3,11.5
2023-04-01,Daejeon,796992,205,25728,0,0,0,2023,4,13.7,19.9,7.6,1007.0,1015.1,8.2,2.8,54,54.5,157.8,2.0,8.9,4.7,202.5,51.46,528.21,4.1,16.6
2023-05-01,Daejeon,797035,194,23889,0,0,0,2023,5,19.0,25.0,13.2,1005.2,1013.1,12.9,10.1,61,192.9,171.0,1.3,7.8,5.4,226.3,51.77,618.41,10.2,22.8
2023-06-01,Daejeon,798727,203,26525,0,3,0,2023,6,23.6,29.2,18.9,999.3,1007.0,18.6,16.0,65,147.5,184.5,1.6,8.2,5.7,229.5,52.43,649.34,17.1,29.6
2023-07-01,Daejeon,801354,235,31395,2,7,0,2023,7,25.8,30.2,22.6,1000.0,1007.7,26.6,22.0,82,776.3,128.5,1.2,7.2,7.1,147.9,33.19,473.98,22.1,28.6
2023-08-01,Daejeon,801636,307,42923,6,15,0,2023,8,27.0,31.7,23.2,997.8,1005.4,26.5,22.0,76,326.9,150.2,1.3,9.4,6.1,186.4,44.44,542.41,22.5,30.9
2023-09-01,Daejeon,801741,292,41555,0,0,0,2023,9,22.8,27.5,19.2,1005.1,1012.9,21.0,18.1,77,310.2,119.7,1.3,6.1,6.4,157.5,42.23,443.12,18.0,26.1
2023-10-01,Daejeon,803093,209,28008,0,0,0,2023,10,15.0,21.4,9.8,1011.0,1019.1,11.4,8.6,69,12.2,113.3,1.3,7.3,4.0,227.8,65.12,445.48,7.0,17.8
2023-11-01,Daejeon,805787,201,26563,0,0,0,2023,11,7.6,13.2,2.6,1013.7,1022.1,7.4,0.5,64,40.3,71.5,1.8,8.0,4.2,167.7,54.43,293.28,-0.1,8.5
2023-12-01,Daejeon,806623,212,28528,0,0,2,2023,12,2.2,7.3,-2.0,1016.4,1025.0,5.5,-3.1,70,124.1,45.7,1.6,9.2,5.1,141.1,46.75,233.54,-4.4,3.2
2024-01-01,Daejeon,808018,231,32462,0,0,1,2024,1,0.3,5.3,-3.9,1017.0,1025.6,4.3,-5.7,67,47.8,48.0,1.7,6.9,4.8,144.4,46.6,258.56,-6.6,1.4
2024-02-01,Daejeon,809324,231,32479,0,0,0,2024,2,4.3,9.1,0.2,1015.9,1024.3,5.9,-1.1,70,93.9,54.6,1.9,8.6,6.3,103.4,32.81,257.65,-2.3,4.9
2024-03-01,Daejeon,811132,207,27765,0,0,0,2024,3,7.2,13.1,1.8,1010.4,1018.7,5.7,-1.9,57,57.9,113.4,2.2,8.5,4.2,212.2,57.1,475.82,-1.2,8.5
2024-04-01,Daejeon,811573,208,28003,0,0,0,2024,4,16.1,22.6,10.3,1005.8,1013.8,10.2,6.9,59,32.7,144.6,1.9,7.0,5.4,211.3,53.59,540.2,8.0,18.7
2024-05-01,Daejeon,814161,190,24877,0,0,0,2024,5,18.5,24.8,12.4,1005.4,1013.3,12.6,10.0,62,126.8,196.9,1.9,7.2,4.1,283.5,64.76,720.64,10.0,23.0
2024-06-01,Daejeon,814515,201,26879,0,6,0,2024,6,24.0,30.0,18.5,1000.1,1007.9,17.7,15.2,62,76.9,183.6,1.8,5.8,4.8,270.2,61.72,697.02,16.0,30.2
2024-07-01,Daejeon,815344,235,31707,11,5,0,2024,7,26.6,30.4,23.7,999.3,1006.9,27.8,22.7,81,485.1,128.2,1.9,7.2,7.5,124.1,27.87,460.51,22.9,28.6
2024-08-01,Daejeon,816823,328,22987,19,21,0,2024,8,28.7,33.5,25.0,999.6,1007.2,28.9,23.4,75,87.3,166.1,1.7,7.3,4.3,241.0,57.56,612.88,23.5,33.2
2024-09-01,Daejeon,817899,341,25080,6,11,0,2024,9,25.8,31.0,22.0,1005.1,1012.9,24.0,20.1,73,204.6,144.3,1.7,7.2,5.1,195.6,52.55,485.82,20.3,29.4
2024-10-01,Daejeon,823466,244,35660,0,0,0,2024,10,16.3,21.5,12.1,1012.0,1020.1,14.6,12.3,80,109.2,85.8,1.5,7.5,5.5,147.0,42.14,340.01,9.1,17.5
2024-11-01,Daejeon,823750,199,26342,0,0,0,2024,11,9.7,16.1,4.6,1013.9,1022.2,8.6,3.6,69,34.6,75.4,1.5,6.5,4.1,181.2,58.95,308.4,0.9,9.5
2024-12-01,Daejeon,823823,207,27752,0,0,0,2024,12,1.8,6.7,-2.3,1015.5,1024.1,4.4,-5.1,63,3.7,47.7,1.6,8.2,4.6,167.3,55.43,265.25,-7.3,1.4
2019-07-01,Daejeon,772073,199,17729,10,5,0,2019,7,25.8,29.9,22.4,998.6,1006.6,26.0,21.5,79,199.0,157.8,1.6,7.0,7.0,181.7,40.78,566.06,20.0,28.5
2019-08-01,Daejeon,773230,274,26751,12,12,0,2019,8,27.2,31.6,23.6,999.3,1007.2,27.9,22.7,78,104.3,164.8,1.3,8.2,5.9,230.1,54.86,601.3,20.9,29.8
2019-09-01,Daejeon,775669,250,24744,1,0,0,2019,9,22.5,26.8,18.9,1006.8,1014.9,22.1,18.7,81,167.0,110.7,1.3,10.9,6.6,153.2,41.06,430.36,16.3,24.4
2019-10-01,Daejeon,776912,196,18441,0,0,0,2019,10,16.2,21.5,11.6,1011.0,1019.3,14.0,11.5,76,106.1,101.3,1.1,5.2,4.8,206.9,59.15,424.26,7.1,17.7
2019-11-01,Daejeon,776934,199,18951,0,0,0,2019,11,8.7,15.2,3.4,1014.6,1023.3,8.2,3.2,72,94.0,66.0,1.0,6.1,4.3,195.9,63.58,320.6,-2.0,9.4
2019-12-01,Daejeon,779323,208,20481,0,0,0,2019,12,2.6,7.9,-1.8,1017.6,1026.4,5.3,-2.9,70,27.0,47.0,1.1,5.8,4.5,166.4,55.14,258.97,-7.3,2.9
2015-01-01,Gwangju,678073,252,33309,0,0,0,2015,1,1.7,6.2,-2.1,1015.9,1025.1,4.6,-4.5,66,47.2,124.8,1.6,6.3,4.7,180.6,57.7,259.91,-5.1,2.6
2015-02-01,Gwangju,679114,249,32592,0,0,0,2015,2,3.0,7.8,-0.9,1014.0,1023.0,4.7,-4.4,61,23.9,124.8,1.8,6.7,5.4,168.5,55.14,288.73,-3.8,4.1
2015-03-01,Gwangju,679619,220,25687,0,0,0,2015,3,8.0,14.7,2.3,1013.0,1021.9,5.5,-3.0,51,36.5,124.8,1.9,8.1,3.9,251.8,67.91,493.71,-0.8,9.9
2015-04-01,Gwangju,680175,229,27583,0,0,0,2015,4,13.9,20.5,8.9,1007.4,1016.0,9.7,5.6,63,145.5,124.8,1.9,12.8,6.0,183.4,46.75,444.24,6.4,15.7
2015-05-01,Gwangju,680888,213,24064,0,1,0,2015,5,19.4,26.1,13.6,1002.1,1010.5,11.9,8.9,56,48.6,124.8,2.0,9.7,4.7,274.7,63.27,657.85,10.8,23.5
2015-06-01,Gwangju,681780,213,24143,0,0,0,2015,6,22.5,27.7,18.7,998.9,1007.2,18.6,15.9,70,96.1,124.8,1.8,10.7,7.3,162.6,37.43,495.99,16.6,26.7
2015-07-01,Gwangju,682300,215,23700,5,5,0,2015,7,25.4,29.7,22.2,998.8,1007.0,26.7,21.9,83,164.3,124.8,1.9,8.3,7.2,155.6,35.16,522.71,21.4,28.2
2015-08-01,Gwangju,683546,263,33616,6,8,0,2015,8,26.0,30.5,22.7,1000.4,1008.6,26.7,22.1,81,148.9,124.8,1.5,6.6,6.0,174.6,41.81,538.07,21.8,28.9
2015-09-01,Gwangju,684629,229,25947,0,0,0,2015,9,22.0,27.3,17.4,1005.3,1013.7,18.8,16.3,73,66.6,124.8,1.4,6.6,4.6,217.4,58.35,517.74,14.9,25.4
2015-10-01,Gwangju,685884,207,22337,0,0,0,2015,10,16.9,22.7,12.1,1010.5,1019.1,13.2,10.6,70,90.9,124.8,1.3,8.7,3.2,234.9,66.94,444.87,9.1,18.6
2015-11-01,Gwangju,687916,220,25760,0,0,0,2015,11,11.6,15.4,8.5,1014.1,1022.9,11.6,8.5,83,121.9,124.8,1.1,7.5,7.2,92.7,29.84,205.09,5.7,11.1
2015-12-01,Gwangju,688487,230,27942,0,0,0,2015,12,5.3,9.4,1.8,1016.5,1025.5,6.7,0.4,73,59.2,124.8,1.3,7.9,5.7,138.1,45.26,225.35,-2.1,4.0
2016-01-01,Gwangju,688758,245,31621,0,0,0,2016,1,0.9,4.9,-2.1,1016.2,1025.4,4.6,-4.6,69,49.7,124.8,1.5,6.7,6.0,145.1,46.37,244.83,-3.8,0.8
2016-02-01,Gwangju,689086,250,33009,0,0,0,2016,2,3.3,8.2,-1.0,1016.1,1025.2,5.0,-4.4,60,45.2,124.8,1.8,10.2,4.5,178.9,56.47,348.22,-4.2,2.4
2016-03-01,Gwangju,691744,224,26530,0,0,0,2016,3,8.4,14.7,3.4,1013.0,1021.9,6.8,0.0,60,55.2,124.8,1.7,7.5,4.1,229.4,61.68,520.95,-0.8,9.0
2016-04-01,Gwangju,692420,224,26607,0,0,0,2016,4,15.5,21.9,10.5,1005.3,1013.8,11.1,7.8,66,185.0,124.8,1.8,12.4,5.8,200.9,51.13,541.64,6.8,17.0
2016-05-01,Gwangju,692479,209,23361,0,0,0,2016,5,19.8,26.0,14.3,1003.9,1012.3,14.4,11.9,65,104.5,124.8,1.8,8.9,5.2,256.8,59.06,681.6,11.1,23.2
2016-06-01,Gwangju,693790,211,23752,0,0,0,2016,6,23.0,27.6,19.5,999.9,1008.1,22.1,18.9,80,116.1,124.8,1.6,6.5,7.0,138.4,31.86,505.22,17.2,26.7
